"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"South","F3946423","31/03/2024","13:00:38","NARROW NECK AUCKLAND",NA,"Devonport","7100: FALSE ALARM (MIN)"
"South","F3946424","31/03/2024","13:02:06","PUKEKOHE AUCKLAND",NA,"Pukekohe","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946425","31/03/2024","13:03:03","STANMORE BAY AUCKLAND",NA,"Silverdale","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946427","31/03/2024","13:09:19","NGARUAWAHIA WAIKATO DISTRICT",NA,"Ngaruawahia","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"South","F3946430","31/03/2024","13:18:41","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Grey Lynn","7100: FALSE ALARM (STRU)"
"South","F3946431","31/03/2024","13:19:07","PARNELL AUCKLAND",NA,"Parnell, Remuera","7100: FALSE ALARM (STRU)"
"South","F3946444","31/03/2024","13:57:04","MOUNT EDEN AUCKLAND",NA,"Balmoral","7100: FALSE ALARM (STRU)"
"South","F3946447","31/03/2024","14:03:50","RED BEACH AUCKLAND",NA,"Silverdale","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946449","31/03/2024","14:23:43","TAURANGA TAURANGA CITY",NA,"Tauranga, Mount Maunganui","7100: FALSE ALARM (STRU)"
"South","F3946453","31/03/2024","14:31:32","PERIA FAR NORTH DISTRICT",NA,"Mangonui, Kaitaia","1300: VEGETATION FIRE (VEG)"
"South","F3946454","31/03/2024","14:34:55","AUCKLAND AIRPORT AUCKLAND",NA,"Mangere, Onehunga","1300: VEGETATION FIRE (VEG)"
"South","F3946465","31/03/2024","14:47:32","FAVONA AUCKLAND",NA,"Onehunga","7100: FALSE ALARM (STRU)"
"South","F3946466","31/03/2024","14:47:32","RUNCIMAN AUCKLAND",NA,"Papatoetoe","1300: VEGETATION FIRE (VEG)"
"South","F3946476","31/03/2024","15:12:41","PATAUA NORTH WHANGAREI DISTRICT",NA,"Whangarei, Kamo, Hikurangi","1300: VEGETATION FIRE (VEG)"
"South","F3946478","31/03/2024","15:26:17","PUKEHINA WESTERN BAY OF PLENTY DISTRICT",NA,"Pukehina","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946487","31/03/2024","15:40:37","TAUHARA TAUPO DISTRICT",NA,"Taupo, Lake Taupo","1300: VEGETATION FIRE (VEG)"
"South","F3946492","31/03/2024","15:49:42","RAGLAN WAIKATO DISTRICT",NA,"Raglan","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946494","31/03/2024","15:52:51","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","1300: VEGETATION FIRE (VEG)"
"South","F3946497","31/03/2024","15:56:10","PAUANUI THAMES-COROMANDEL DISTRICT",NA,"Pauanui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946498","31/03/2024","15:56:30","SUNNYNOOK AUCKLAND",NA,"Takapuna, Albany","1100: STRUCTURE FIRE (STRU)"
"South","F3946499","31/03/2024","15:57:37","KARIKARI PENINSULA FAR NORTH DISTRICT",NA,"Karikari","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946500","31/03/2024","15:59:43","WHITIANGA THAMES-COROMANDEL DISTRICT",NA,"Whitianga","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946507","31/03/2024","16:31:46","HORAHORA WHANGAREI DISTRICT",NA,"Whangarei, Onerahi","1100: STRUCTURE FIRE (STRU)"
"South","F3946512","31/03/2024","16:50:48","PANMURE AUCKLAND",NA,"Mount Wellington, Saint Heliers, Auckland City","1100: STRUCTURE FIRE (STRU)"
"South","F3946523","31/03/2024","17:35:26","HOWICK AUCKLAND",NA,"Howick","1100: STRUCTURE FIRE (STRU)"
"South","F3946525","31/03/2024","17:37:28","MOUNT ALBERT AUCKLAND",NA,"Balmoral","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946527","31/03/2024","17:38:53","MOUNT WELLINGTON AUCKLAND",NA,"Otahuhu","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946532","31/03/2024","17:49:33","PUKEHINA WESTERN BAY OF PLENTY DISTRICT",NA,"Pukehina","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946537","31/03/2024","18:02:08","KUTARERE OPOTIKI DISTRICT",NA,"Opotiki, Eastern Bay","1300: VEGETATION FIRE (VEG)"
"South","F3946538","31/03/2024","18:10:38","PUTARURU SOUTH WAIKATO DISTRICT",NA,"Putaruru","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946541","31/03/2024","18:19:06","HAMILTON LAKE HAMILTON CITY",NA,"Hamilton","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"South","F3946543","31/03/2024","18:28:44","MOUNT WELLINGTON AUCKLAND",NA,"Otahuhu","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946544","31/03/2024","18:35:49","ROTOORANGI WAIPA DISTRICT",NA,"Cambridge","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946548","31/03/2024","18:56:11","HOWICK AUCKLAND",NA,"Howick","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946549","31/03/2024","19:07:20","WAIOTAHE OPOTIKI DISTRICT",NA,"Opotiki, Ohope","1300: VEGETATION FIRE (VEG)"
"South","F3946551","31/03/2024","19:10:44","WHITIORA HAMILTON CITY",NA,"Hamilton","1100: STRUCTURE FIRE (STRU)"
"South","F3946557","31/03/2024","19:26:17","OMOKOROA WESTERN BAY OF PLENTY DISTRICT",NA,"Omokoroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946561","31/03/2024","19:29:13","RIVERSIDE WHANGAREI DISTRICT",NA,"Whangarei","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946562","31/03/2024","19:25:52","STANLEY POINT AUCKLAND",NA,"Devonport","7100: FALSE ALARM (MIN)"
"South","F3946568","31/03/2024","19:54:11","MANUKAU AUCKLAND",NA,"Papatoetoe, Manurewa","7100: FALSE ALARM (STRU)"
"South","F3946573","31/03/2024","20:07:04","HILLCREST AUCKLAND",NA,"Takapuna","7100: FALSE ALARM (SPRNKLR)"
"South","F3946574","31/03/2024","20:09:18","MANGAWHAI HEADS KAIPARA DISTRICT",NA,"Mangawhai","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946578","31/03/2024","20:22:56","TE POI MATAMATA-PIAKO DISTRICT",NA,"Matamata","1500: MISCELLANEOUS FIRE (VEG)"
"South","F3946583","31/03/2024","20:37:46","MANGONUI FAR NORTH DISTRICT",NA,"Mangonui, Taupo Bay","1300: VEGETATION FIRE (VEG)"
"South","F3946584","31/03/2024","20:43:16","OTAHUHU AUCKLAND",NA,"Otahuhu","7100: FALSE ALARM (STRU)"
"South","F3946589","31/03/2024","20:48:58","KAIWAKA KAIPARA DISTRICT",NA,"Kaiwaka","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946591","31/03/2024","20:52:32","SANDRINGHAM AUCKLAND",NA,"Balmoral","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3946592","31/03/2024","20:49:22","HUNTINGTON HAMILTON CITY",NA,"Chartwell","1200: MOBILE PROPERTY FIRE (VEG)"
"South","F3946598","31/03/2024","21:00:08","KAIWAKA KAIPARA DISTRICT",NA,"Kaiwaka","1200: MOBILE PROPERTY FIRE (MIN)"
"South","F3946599","31/03/2024","21:08:37","GLEN EDEN AUCKLAND",NA,"Glen Eden","7100: FALSE ALARM (MIN)"
"South","F3946600","31/03/2024","21:08:09","PINEHILL AUCKLAND",NA,"Albany, Takapuna",""
"South","F3946601","31/03/2024","21:05:22","TOTARA PARK AUCKLAND",NA,"Otara","7100: FALSE ALARM (MIN)"
"South","F3946605","31/03/2024","21:20:46","CLENDON PARK AUCKLAND",NA,"Manurewa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946608","31/03/2024","21:27:57","PAPAMOA BEACH TAURANGA CITY",NA,"Mount Maunganui",""
"South","F3946609","31/03/2024","21:28:39","RED HILL AUCKLAND",NA,"Papakura","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"South","F3946611","31/03/2024","21:39:47","WAIOMIO FAR NORTH DISTRICT",NA,"Kawakawa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946618","31/03/2024","21:56:59","PAHUREHURE AUCKLAND",NA,"Papakura","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946619","31/03/2024","21:58:05","MANUREWA AUCKLAND",NA,"Manurewa","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946623","31/03/2024","22:16:16","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946170","31/03/2024","02:03:52","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946171","31/03/2024","02:06:04","HAVELOCK NORTH HASTINGS DISTRICT",NA,"Havelock North, Hastings","7100: FALSE ALARM (STRU)"
"South","F3946174","31/03/2024","02:24:35","TE ARO WELLINGTON CITY",NA,"Newtown, Wellington City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3946222","31/03/2024","07:30:10","CASTLECLIFF WHANGANUI DISTRICT",NA,"Whanganui","1100: STRUCTURE FIRE (STRU)"
"South","F3946227","31/03/2024","07:41:32","NAPIER SOUTH NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"South","F3946229","31/03/2024","07:49:40","THORNDON WELLINGTON CITY",NA,"Thorndon, Wellington City, Karori","7100: FALSE ALARM (STRU)"
"South","F3946301","31/03/2024","09:32:31","TE HAPARA GISBORNE DISTRICT",NA,"Gisborne","7100: FALSE ALARM (STRU)"
"South","F3946306","31/03/2024","09:40:47","MOERA LOWER HUTT CITY",NA,"Seaview, Avalon","1100: STRUCTURE FIRE (STRU)"
"South","F3946325","31/03/2024","10:22:25","RANUI PORIRUA CITY",NA,"Porirua","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946329","31/03/2024","10:23:41","PIPITEA WELLINGTON CITY",NA,"Thorndon, Wellington City","7100: FALSE ALARM (STRU)"
"South","F3946332","31/03/2024","10:29:56","GRACEFIELD LOWER HUTT CITY",NA,"Seaview","7100: FALSE ALARM (STRU)"
"South","F3946338","31/03/2024","10:36:36","HIMATANGI BEACH MANAWATU DISTRICT",NA,"Himatangi Beach","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946357","31/03/2024","10:58:06","TOKO STRATFORD DISTRICT",NA,"Toko","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946360","31/03/2024","11:06:28","TE AWANGA HASTINGS DISTRICT",NA,"Haumoana","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946375","31/03/2024","11:28:18","PARAPARAUMU KAPITI COAST DISTRICT",NA,"Paraparaumu","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946383","31/03/2024","11:47:26","PUKAHU HASTINGS DISTRICT",NA,"Hastings, Havelock North","7100: FALSE ALARM (STRU)"
"South","F3946384","31/03/2024","11:50:27","NAPIER SOUTH NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"South","F3946410","31/03/2024","12:33:12","ONEKAWA NAPIER CITY",NA,"Napier","1100: STRUCTURE FIRE (STRU)"
"South","F3946412","31/03/2024","12:37:20","RIVERDALE GISBORNE DISTRICT",NA,"Gisborne","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946420","31/03/2024","12:57:02","NUHAKA WAIROA DISTRICT",NA,"Nuhaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946422","31/03/2024","13:01:11","GONVILLE WHANGANUI DISTRICT",NA,"Whanganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946463","31/03/2024","14:41:35","MARTON RANGITIKEI DISTRICT",NA,"Marton","7100: FALSE ALARM (MIN)"
"South","F3946485","31/03/2024","15:37:20","TAMARAU GISBORNE DISTRICT",NA,"Gisborne","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3946488","31/03/2024","15:46:25","BEACONSFIELD MANAWATU DISTRICT",NA,"Cheltenham, Feilding","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946490","31/03/2024","15:47:34","OHAKEA MANAWATU DISTRICT",NA,"Bulls","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946502","31/03/2024","16:02:12","RAUMATI BEACH KAPITI COAST DISTRICT",NA,"Paraparaumu","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946511","31/03/2024","16:45:43","HAUMOANA HASTINGS DISTRICT",NA,"Haumoana","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946518","31/03/2024","17:17:01","TE HAPARA GISBORNE DISTRICT",NA,"Gisborne","7100: FALSE ALARM (STRU)"
"South","F3946520","31/03/2024","17:28:54","CLIVE HASTINGS DISTRICT",NA,"Haumoana, Hastings","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946524","31/03/2024","17:36:08","WAIHAKEKE CARTERTON DISTRICT",NA,"Carterton, Greytown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3946528","31/03/2024","17:40:05","WAIPUKURAU CENTRAL HAWKES BAY DISTRICT",NA,"Waipukurau","7100: FALSE ALARM (STRU)"
"South","F3946534","31/03/2024","17:54:58","ESKDALE HASTINGS DISTRICT",NA,"Bay View, Napier","1100: STRUCTURE FIRE (STRU)"
"South","F3946547","31/03/2024","18:46:10","OTAKI KAPITI COAST DISTRICT",NA,"Otaki","1100: STRUCTURE FIRE (STRU)"
"South","F3946550","31/03/2024","19:07:54","BROOKLYN WELLINGTON CITY",NA,"Brooklyn","7100: FALSE ALARM (MIN)"
"South","F3946554","31/03/2024","19:15:54","AVALON LOWER HUTT CITY",NA,"Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946556","31/03/2024","19:22:20","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946565","31/03/2024","19:36:29","WAIWHETU LOWER HUTT CITY",NA,"Seaview","7100: FALSE ALARM (HAZGAS)"
"South","F3946572","31/03/2024","20:01:58","TAITA LOWER HUTT CITY",NA,"Avalon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3946575","31/03/2024","20:12:05","WHANGANUI EAST WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946577","31/03/2024","20:15:59","TAKAPAU CENTRAL HAWKES BAY DISTRICT",NA,"Takapau","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946580","31/03/2024","20:27:23","LEVIN HOROWHENUA DISTRICT",NA,"Levin","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946585","31/03/2024","20:44:52","WAIKANAE KAPITI COAST DISTRICT",NA,"Waikanae",""
"South","F3946593","31/03/2024","20:53:37","FLAXMERE HASTINGS DISTRICT",NA,"Hastings","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946612","31/03/2024","21:43:16","WAIWHAKAIHO NEW PLYMOUTH DISTRICT",NA,"New Plymouth","7100: FALSE ALARM (STRU)"
"South","F3946614","31/03/2024","21:46:44","URENUI NEW PLYMOUTH DISTRICT",NA,"Urenui","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946621","31/03/2024","22:15:23","MOUNT COOK WELLINGTON CITY",NA,"Newtown, Brooklyn, Wellington City","7100: FALSE ALARM (STRU)"
"South","F3946148","31/03/2024","00:11:49","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946153","31/03/2024","00:18:31","WALTHAM CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (MIN)"
"South","F3946155","31/03/2024","00:37:29","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946159","31/03/2024","00:54:01","HEIDELBERG INVERCARGILL CITY",NA,"Invercargill, Kingswell","7100: FALSE ALARM (STRU)"
"South","F3946163","31/03/2024","01:20:12","QUEENSTOWN QUEENSTOWN-LAKES DISTRICT",NA,"Queenstown","7100: FALSE ALARM (STRU)"
"South","F3946172","31/03/2024","02:14:29","TAI TAPU SELWYN DISTRICT",NA,"Lincoln","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946173","31/03/2024","02:23:07","TEMUKA TIMARU DISTRICT",NA,"Temuka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946181","31/03/2024","04:28:54","OTAKOU DUNEDIN CITY",NA,"Portobello","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946199","31/03/2024","05:55:56","SPREYDON CHRISTCHURCH CITY",NA,"Spreydon","1200: MOBILE PROPERTY FIRE (MIN)"
"South","F3946215","31/03/2024","07:14:02","BROAD BAY DUNEDIN CITY",NA,"Portobello","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946220","31/03/2024","07:24:31","WADDINGTON SELWYN DISTRICT",NA,"Sheffield","7100: FALSE ALARM (STRU)"
"South","F3946225","31/03/2024","07:38:39","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Dunedin, Willowbank","7100: FALSE ALARM (STRU)"
"South","F3946238","31/03/2024","08:03:43","TOTARA VALLEY TIMARU DISTRICT",NA,"Pleasant Point, Cave","1300: VEGETATION FIRE (VEG)"
"South","F3946279","31/03/2024","09:04:02","NORTH NEW BRIGHTON CHRISTCHURCH CITY",NA,"Woolston, Anzac, Christchurch City","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"South","F3946291","31/03/2024","09:20:04","SYDENHAM CHRISTCHURCH CITY",NA,"Christchurch City, Spreydon","7100: FALSE ALARM (STRU)"
"South","F3946296","31/03/2024","09:24:42","WOOLSTON CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (MIN)"
"South","F3946299","31/03/2024","09:29:53","WADDINGTON SELWYN DISTRICT",NA,"Sheffield","7100: FALSE ALARM (STRU)"
"South","F3946308","31/03/2024","09:45:17","OAMARU WAITAKI DISTRICT",NA,"Oamaru","1300: VEGETATION FIRE (VEG)"
"South","F3946310","31/03/2024","09:50:51","FERNHILL QUEENSTOWN-LAKES DISTRICT",NA,"Queenstown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946319","31/03/2024","10:11:35","TE ANAU SOUTHLAND DISTRICT",NA,"Te Anau","7100: FALSE ALARM (STRU)"
"South","F3946321","31/03/2024","10:15:48","ROLLESTON SELWYN DISTRICT",NA,"Rolleston","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946334","31/03/2024","10:30:48","HAAST WESTLAND DISTRICT",NA,"Haast","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"South","F3946339","31/03/2024","10:36:10","DUNEDIN CENTRAL DUNEDIN CITY",NA,"Roslyn, Dunedin","7100: FALSE ALARM (STRU)"
"South","F3946361","31/03/2024","11:07:01","OMAKAU CENTRAL OTAGO DISTRICT",NA,"Omakau","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946364","31/03/2024","11:09:20","BALCLUTHA CLUTHA DISTRICT",NA,"Balclutha","3100: RESCUE,EMERGENCY,MEDICAL CALL (STRU)"
"South","F3946378","31/03/2024","11:41:11","GIBBSTON QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown, Frankton","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946379","31/03/2024","11:45:05","HALSWELL CHRISTCHURCH CITY",NA,"Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946391","31/03/2024","11:56:55","PARKSIDE TIMARU DISTRICT",NA,"Timaru","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946409","31/03/2024","12:32:45","WARRINGTON DUNEDIN CITY",NA,"Waitati","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946432","31/03/2024","13:25:02","HALSWELL CHRISTCHURCH CITY",NA,"Wigram, Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946435","31/03/2024","13:41:05","MERIVALE CHRISTCHURCH CITY",NA,"Ilam","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946436","31/03/2024","13:43:48","ARROWTOWN QUEENSTOWN-LAKES DISTRICT",NA,"Arrowtown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946450","31/03/2024","14:27:01","KAITUNA MARLBOROUGH DISTRICT",NA,"Renwick, Havelock",""
"South","F3946462","31/03/2024","14:41:22","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (STRU)"
"South","F3946470","31/03/2024","14:55:12","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"South","F3946471","31/03/2024","14:59:26","OTATARA INVERCARGILL CITY",NA,"Invercargill, Kingswell","7100: FALSE ALARM (HAZGAS)"
"South","F3946473","31/03/2024","15:06:19","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","7100: FALSE ALARM (SPRNKLR)"
"South","F3946480","31/03/2024","15:28:29","FOX RIVER BULLER DISTRICT",NA,"Westport, Charleston","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946495","31/03/2024","15:54:03","FRANKTON QUEENSTOWN-LAKES DISTRICT",NA,"Frankton, Queenstown","7100: FALSE ALARM (STRU)"
"South","F3946506","31/03/2024","16:28:43","HILLMORTON CHRISTCHURCH CITY",NA,"Spreydon, Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946516","31/03/2024","17:05:04","ISLINGTON CHRISTCHURCH CITY",NA,"Wigram","1300: VEGETATION FIRE (VEG)"
"South","F3946522","31/03/2024","17:33:19","WAITAKI BRIDGE WAITAKI DISTRICT",NA,"Glenavy","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946526","31/03/2024","17:38:58","TWIZEL MACKENZIE DISTRICT",NA,"Twizel, Twizel VRFF","1300: VEGETATION FIRE (VEG)"
"South","F3946535","31/03/2024","17:58:14","QUAILBURN WAITAKI DISTRICT",NA,"Omarama","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"South","F3946539","31/03/2024","18:18:01","SPREYDON CHRISTCHURCH CITY",NA,"Spreydon","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3946564","31/03/2024","19:35:40","PORT UNDERWOOD MARLBOROUGH DISTRICT",NA,"Rarangi","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946566","31/03/2024","19:46:53","TEKAPO MACKENZIE DISTRICT",NA,"Lake Tekapo","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946579","31/03/2024","20:26:38","LUMSDEN SOUTHLAND DISTRICT",NA,"Lumsden","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"South","F3946581","31/03/2024","20:30:18","MAYFIELD MARLBOROUGH DISTRICT",NA,"Blenheim","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946586","31/03/2024","20:46:08","NORTHCOTE CHRISTCHURCH CITY",NA,"Redwood","7100: FALSE ALARM (MIN)"
"South","F3946590","31/03/2024","20:50:01","WASHDYKE TIMARU DISTRICT",NA,"Washdyke, Timaru","1500: MISCELLANEOUS FIRE (STRU)"
"South","F3946602","31/03/2024","21:14:28","MOUNT PISA CENTRAL OTAGO DISTRICT",NA,"Cromwell","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3946603","31/03/2024","21:15:55","PUPONGA TASMAN DISTRICT",NA,"Collingwood",""
"South","F3946607","31/03/2024","21:27:22","WALDRONVILLE DUNEDIN CITY",NA,"Lookout Point, St Kilda",""
"South","F3946613","31/03/2024","21:43:06","ILAM CHRISTCHURCH CITY",NA,"Ilam",""
"South","F3946620","31/03/2024","22:02:10","GLENBROOK WAITAKI DISTRICT",NA,"Twizel VRFF",""
"South","F3945639","30/03/2024","00:01:14","PONSONBY AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (STRU)"
"South","F3945650","30/03/2024","00:52:22","MANLY AUCKLAND",NA,"Manly","7100: FALSE ALARM (MIN)"
"South","F3945652","30/03/2024","00:58:33","WELCOME BAY TAURANGA CITY",NA,"Greerton","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945662","30/03/2024","02:13:11","WIRI AUCKLAND",NA,"Papatoetoe","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"South","F3945663","30/03/2024","02:15:09","ALBANY AUCKLAND",NA,"Albany","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945669","30/03/2024","03:17:33","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"South","F3945671","30/03/2024","03:28:30","MOUNT ROSKILL AUCKLAND",NA,"Mount Roskill","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"South","F3945672","30/03/2024","03:37:53","PAKURANGA HEIGHTS AUCKLAND",NA,"Howick, Mount Wellington","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"South","F3945673","30/03/2024","03:46:47","WIRI AUCKLAND",NA,"Papatoetoe","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (HAZ)"
"South","F3945674","30/03/2024","03:49:06","ELLERSLIE AUCKLAND",NA,"Ellerslie, Onehunga","7100: FALSE ALARM (STRU)"
"South","F3945675","30/03/2024","03:52:31","WHANGAMATA THAMES-COROMANDEL DISTRICT",NA,"Whangamata","1500: MISCELLANEOUS FIRE (MIN)"
"South","F3945679","30/03/2024","04:10:50","TAURANGA TAURANGA CITY",NA,"Tauranga","7100: FALSE ALARM (STRU)"
"South","F3945681","30/03/2024","04:13:16","FRANKTON HAMILTON CITY",NA,"Hamilton, Te Rapa","7100: FALSE ALARM (STRU)"
"South","F3945682","30/03/2024","04:13:55","HILLCREST HAMILTON CITY",NA,"Chartwell","7100: FALSE ALARM (STRU)"
"South","F3945684","30/03/2024","04:31:40","PAPAKURA AUCKLAND",NA,"Papakura","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"South","F3945685","30/03/2024","04:45:40","MATAPIHI TAURANGA CITY",NA,"Mount Maunganui, Tauranga","1300: VEGETATION FIRE (STRU)"
"South","F3945690","30/03/2024","05:54:33","BIRKDALE AUCKLAND",NA,"Birkenhead","7100: FALSE ALARM (MIN)"
"South","F3945692","30/03/2024","05:58:54","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City, Grey Lynn","1100: STRUCTURE FIRE (STRU)"
